"","age","drinks","drugs","height","orientation","sex","sign","ethnicity"
"37407",30,"not at all","never",66,"straight","f","aries","white"
"37409",29,"socially","never",70,"straight","m","aries","hispanic / latin"
"37410",22,"socially","sometimes",73,"straight","m","capricorn","white"
"37411",35,"socially","never",69,"straight","f","aquarius","white"
"37412",20,"socially","never",70,"straight","m","capricorn","mixed"
"37413",25,"socially","often",69,"bisexual","m","scorpio","white"
"37414",28,"socially","never",65,"straight","f","pisces","white"
"37415",21,"often","sometimes",58,"bisexual","f","leo","white"
"37416",24,"socially","never",74,"straight","m","libra","white"
"37422",32,"socially","never",66,"straight","f","aries","hispanic / latin"
"37425",39,"socially","never",73,"straight","m","scorpio","white"
"37428",25,"socially","never",73,"straight","f","virgo","black"
"37432",20,"socially","sometimes",66,"bisexual","f","aries","white"
"37433",18,"not at all","never",66,"straight","f","taurus","indian"
"37438",36,"often","never",71,"straight","m","aries","indian"
"37439",39,"not at all","never",63,"straight","f","taurus","indian"
"37440",29,"socially","never",72,"straight","m","cancer","indian"
"37441",28,"rarely","never",64,"straight","m","leo","mixed"
"37443",30,"often","never",69,"straight","m","scorpio","white"
"37449",35,"socially","never",70,"straight","m","virgo","mixed"
"37450",42,"socially","never",61,"straight","f","capricorn","asian"
"37451",32,"not at all","never",72,"straight","m","virgo","white"
"37452",20,"rarely","never",66,"straight","m","leo","asian"
"37453",32,"socially","never",62,"straight","f","aries","asian"
"37454",26,"rarely","never",72,"straight","m","pisces","white"
"37455",23,"socially","never",74,"straight","m","libra","mixed"
"37456",27,"often","sometimes",64,"gay","f","leo","mixed"
"37458",33,"socially","never",63,"straight","f","pisces","indian"
"37459",32,"socially","never",66,"gay","m","sagittarius","hispanic / latin"
"37461",27,"socially","never",75,"straight","m","cancer","mixed"
"37467",30,"socially","never",70,"straight","f","aries","white"
"37468",31,"socially","never",68,"gay","m","aries","mixed"
"37469",34,"rarely","never",65,"straight","f","sagittarius","white"
"37470",21,"socially","never",70,"straight","m","leo","white"
"37471",28,"socially","never",70,"gay","m","virgo","asian"
"37475",45,"socially","never",71,"straight","m","libra","white"
"37476",47,"socially","never",65,"straight","f","pisces","white"
"37477",22,"socially","never",68,"straight","f","taurus","mixed"
"37482",25,"socially","never",71,"straight","m","virgo","white"
"37483",42,"socially","never",71,"straight","f","pisces","white"
"37486",31,"socially","never",65,"straight","f","pisces","asian"
"37488",35,"rarely","sometimes",62,"straight","f","libra","white"
"37489",21,"socially","never",66,"straight","f","aquarius","asian"
"37490",27,"not at all","never",72,"straight","m","virgo","white"
"37491",34,"socially","never",67,"straight","f","leo","white"
"37493",24,"socially","sometimes",71,"straight","m","scorpio","asian"
"37494",20,"socially","never",65,"straight","f","scorpio","mixed"
"37495",29,"socially","never",75,"straight","m","leo","white"
"37496",23,"socially","never",74,"straight","m","aquarius","white"
"37497",26,"socially","never",64,"straight","f","pisces","asian"
"37498",34,"rarely","never",67,"bisexual","f","aquarius","white"
"37502",26,"socially","never",66,"straight","f","virgo","hispanic / latin"
"37506",36,"socially","never",68,"straight","f","capricorn","black"
"37507",23,"socially","never",68,"straight","f","taurus","white"
"37508",32,"socially","never",66,"straight","f","cancer","mixed"
"37509",33,"socially","never",67,"straight","f","aries","asian"
"37510",52,"socially","never",66,"straight","f","gemini","white"
"37511",29,"often","sometimes",63,"straight","f","pisces","white"
"37513",31,"socially","never",61,"straight","f","scorpio","asian"
"37515",67,"socially","never",69,"straight","m","gemini","white"
"37520",25,"socially","never",65,"straight","m","sagittarius","mixed"
"37523",41,"not at all","never",63,"straight","f","libra","white"
"37524",20,"socially","never",66,"straight","f","capricorn","white"
"37525",40,"rarely","sometimes",60,"straight","f","aquarius","white"
"37526",30,"socially","never",61,"straight","f","virgo","white"
"37527",31,"socially","never",70,"straight","m","pisces","white"
"37529",22,"socially","never",68,"straight","f","virgo","white"
"37530",26,"socially","sometimes",71,"straight","m","sagittarius","indian"
"37531",23,"rarely","never",72,"straight","m","capricorn","mixed"
"37532",55,"socially","sometimes",69,"straight","m","pisces","white"
"37533",27,"socially","never",70,"gay","m","cancer","white"
"37534",25,"socially","never",71,"straight","m","pisces","white"
"37535",32,"rarely","sometimes",64,"gay","f","pisces","asian"
"37538",29,"socially","often",72,"bisexual","m","leo","mixed"
"37542",27,"socially","sometimes",68,"straight","m","pisces","white"
"37544",48,"socially","never",62,"straight","f","aries","white"
"37545",63,"often","never",67,"straight","f","taurus","white"
"37546",44,"rarely","never",67,"straight","f","aries","asian"
"37547",35,"socially","sometimes",71,"straight","m","aquarius","white"
"37550",19,"socially","sometimes",65,"straight","f","virgo","white"
"37552",28,"socially","never",65,"straight","m","libra","mixed"
"37556",38,"socially","never",64,"straight","f","scorpio","mixed"
"37559",35,"not at all","never",62,"straight","f","gemini","asian"
"37560",32,"not at all","never",66,"bisexual","f","aries","white"
"37561",26,"socially","never",71,"straight","m","leo","asian"
"37566",32,"socially","never",63,"straight","f","leo","hispanic / latin"
"37567",24,"not at all","never",72,"straight","m","taurus","asian"
"37568",20,"socially","never",60,"straight","f","sagittarius","asian"
"37569",29,"socially","never",64,"straight","f","virgo","mixed"
"37570",39,"rarely","never",71,"straight","m","capricorn","white"
"37571",32,"rarely","never",65,"gay","f","gemini","asian"
"37576",24,"often","never",74,"gay","m","virgo","asian"
"37578",30,"rarely","never",68,"gay","m","gemini","mixed"
"37580",25,"socially","sometimes",65,"straight","m","virgo","hispanic / latin"
"37581",31,"socially","never",62,"bisexual","f","taurus","hispanic / latin"
"37582",37,"socially","never",69,"straight","f","leo","asian"
"37585",21,"socially","sometimes",68,"straight","m","capricorn","white"
"37586",25,"socially","never",68,"gay","m","capricorn","white"
"37587",26,"rarely","never",65,"straight","f","leo","white"
"37589",25,"socially","never",68,"straight","m","capricorn","indian"
"37590",21,"rarely","never",68,"straight","m","taurus","mixed"
"37591",30,"socially","sometimes",66,"gay","f","gemini","white"
"37592",23,"socially","never",66,"straight","m","virgo","asian"
"37593",29,"rarely","never",62,"straight","f","taurus","black"
"37594",21,"socially","never",68,"straight","f","gemini","white"
"37595",49,"socially","never",71,"straight","m","pisces","white"
"37599",26,"socially","never",61,"straight","f","pisces","white"
"37601",27,"not at all","never",63,"straight","f","scorpio","white"
"37603",22,"socially","never",66,"straight","m","libra","asian"
"37604",24,"socially","sometimes",71,"straight","m","scorpio","hispanic / latin"
"37605",28,"socially","never",72,"straight","m","aquarius","asian"
"37606",29,"socially","never",66,"straight","f","leo","mixed"
"37609",26,"socially","never",64,"straight","f","cancer","asian"
"37611",31,"socially","never",74,"straight","m","pisces","white"
"37612",31,"socially","never",68,"straight","m","libra","asian"
"37613",22,"socially","never",71,"gay","m","capricorn","white"
"37614",27,"socially","never",65,"straight","f","taurus","asian"
"37615",30,"rarely","never",59,"straight","f","virgo","hispanic / latin"
"37616",37,"not at all","sometimes",70,"bisexual","m","aquarius","white"
"37617",32,"often","sometimes",64,"straight","f","aquarius","white"
"37619",49,"socially","never",70,"straight","f","scorpio","white"
"37620",25,"often","sometimes",71,"straight","m","taurus","white"
"37623",27,"rarely","never",64,"straight","f","pisces","asian"
"37624",30,"rarely","never",74,"straight","m","pisces","white"
"37625",28,"socially","never",72,"straight","m","capricorn","asian"
"37627",46,"socially","never",70,"gay","m","virgo","white"
"37628",28,"rarely","never",71,"straight","m","taurus","mixed"
"37630",39,"socially","never",62,"straight","f","pisces","white"
"37632",35,"socially","never",68,"straight","m","leo","asian"
"37633",53,"socially","never",67,"straight","f","leo","white"
"37635",50,"socially","never",63,"straight","f","libra","white"
"37636",43,"socially","never",71,"straight","m","pisces","white"
"37638",52,"rarely","never",72,"straight","m","scorpio","white"
"37639",55,"rarely","never",63,"straight","f","sagittarius","white"
"37644",23,"socially","never",67,"straight","m","aries","asian"
"37645",28,"rarely","never",58,"bisexual","f","capricorn","mixed"
"37646",34,"rarely","never",72,"straight","m","capricorn","black"
"37647",35,"socially","never",66,"straight","m","gemini","asian"
"37648",24,"not at all","never",72,"straight","m","gemini","white"
"37649",26,"rarely","never",69,"straight","m","virgo","white"
"37651",23,"socially","never",75,"straight","m","gemini","white"
"37653",26,"socially","never",69,"straight","m","gemini","indian"
"37657",36,"rarely","never",69,"straight","f","scorpio","white"
"37659",29,"socially","never",74,"straight","m","taurus","mixed"
"37661",34,"often","never",66,"straight","m","aquarius","white"
"37662",32,"rarely","never",66,"straight","f","leo","asian"
"37663",25,"socially","never",73,"straight","m","gemini","white"
"37665",29,"socially","never",71,"gay","m","capricorn","mixed"
"37666",40,"socially","never",67,"straight","m","taurus","white"
"37668",36,"rarely","never",72,"straight","m","cancer","mixed"
"37671",28,"rarely","never",72,"straight","m","pisces","mixed"
"37672",28,"socially","never",76,"gay","m","leo","white"
"37673",31,"socially","never",67,"straight","m","virgo","asian"
"37674",26,"socially","sometimes",68,"straight","m","libra","mixed"
"37679",26,"often","never",68,"gay","f","scorpio","white"
"37682",29,"socially","never",73,"straight","f","virgo","white"
"37683",31,"socially","never",63,"straight","f","capricorn","white"
"37685",32,"not at all","never",70,"gay","m","aquarius","mixed"
"37686",21,"often","never",72,"gay","m","libra","white"
"37687",25,"socially","sometimes",67,"straight","m","taurus","mixed"
"37689",29,"rarely","never",61,"straight","m","libra","white"
"37693",24,"socially","never",72,"gay","m","virgo","asian"
"37694",48,"socially","never",70,"bisexual","m","leo","white"
"37696",29,"socially","never",68,"straight","m","sagittarius","mixed"
"37698",31,"socially","never",70,"gay","m","aquarius","asian"
"37700",61,"rarely","sometimes",73,"straight","m","aquarius","white"
"37701",43,"rarely","never",73,"straight","m","scorpio","white"
"37704",32,"socially","never",70,"gay","f","capricorn","white"
"37705",33,"socially","never",69,"straight","f","taurus","black"
"37709",32,"socially","never",66,"straight","m","leo","white"
"37710",23,"socially","never",71,"straight","m","libra","white"
"37713",45,"rarely","never",72,"straight","m","aquarius","white"
"37716",54,"not at all","sometimes",73,"straight","m","aquarius","white"
"37717",61,"socially","sometimes",72,"straight","m","aries","white"
"37719",20,"socially","sometimes",66,"straight","f","sagittarius","white"
"37720",28,"socially","never",67,"straight","f","libra","asian"
"37721",23,"socially","never",72,"straight","m","capricorn","mixed"
"37722",35,"socially","never",69,"straight","m","libra","hispanic / latin"
"37725",24,"often","never",62,"straight","f","gemini","white"
"37726",44,"often","never",75,"gay","m","aquarius","white"
"37727",30,"socially","sometimes",67,"straight","m","scorpio","white"
"37728",29,"socially","never",70,"straight","m","virgo","white"
"37730",27,"socially","never",67,"straight","m","capricorn","mixed"
"37732",30,"socially","sometimes",74,"straight","m","leo","white"
"37733",33,"socially","never",70,"straight","m","taurus","white"
"37738",28,"rarely","sometimes",66,"straight","m","taurus","asian"
"37742",24,"socially","never",67,"straight","m","scorpio","white"
"37743",32,"often","sometimes",72,"straight","m","taurus","white"
"37745",29,"socially","never",70,"straight","m","virgo","asian"
"37746",49,"socially","never",75,"straight","m","cancer","black"
"37747",23,"rarely","sometimes",66,"straight","m","libra","asian"
"37749",40,"socially","never",63,"straight","f","gemini","white"
"37751",38,"rarely","never",66,"straight","f","capricorn","hispanic / latin"
"37753",20,"rarely","never",70,"bisexual","m","virgo","white"
"37754",26,"often","never",74,"straight","m","aries","white"
"37755",28,"socially","never",74,"straight","m","leo","white"
"37756",27,"often","sometimes",75,"straight","m","aries","hispanic / latin"
